line,loc,DTT,PH,EW
MG_1281,HeB,61,205.25,77.88
MG_1281,HN,64,177.2,60.6
MG_1281,JL,77,232,64
MG_1281,LN,75,228.4,89
MG_1282,BJ,62,261,15
MG_1282,HeB,62,211.25,NA
MG_1282,HN,64,219,33.6
MG_1282,JL,78,246,57.2
MG_1282,LN,70,251.75,NA
MG_1283,BJ,68,237.6,80
MG_1283,HeB,60,226.2,104.62
MG_1283,HN,71,178.5,40.4
MG_1283,JL,82,232,80
MG_1283,LN,74,233.2,112.5
MG_1284,BJ,64,223.2,80
MG_1284,HeB,56,222.5,129
MG_1284,HN,58,181.6,84.8
MG_1284,JL,85,231,100
MG_1284,LN,73,222.6,98
MG_1285,BJ,63,220.8,54
MG_1285,HeB,56,230.6,87.9
MG_1285,HN,58,219.25,79.8
MG_1285,JL,77,252.2,85.6
MG_1285,LN,72,239.57,90
MG_1286,BJ,63,264.25,45
MG_1286,HeB,63,231,86.1
MG_1286,HN,58,208.8,80
MG_1286,JL,84,274,118.4
MG_1286,LN,72,258.75,149
MG_1287,BJ,68,236,95
MG_1287,HeB,64,227.4,85.67
MG_1287,HN,64,194.75,63
MG_1287,JL,87,270,57.33
MG_1287,LN,77,246.4,127.5
MG_1288,BJ,66,238.5,23.33
MG_1288,HeB,63,158.2,47
MG_1288,HN,63,137,NA
MG_1288,JL,85,194,17.2
MG_1288,LN,75,154.6,NA
MG_1289,BJ,63,245.4,112
MG_1289,HeB,57,233.2,113.6
MG_1289,HN,59,211.25,83.6
MG_1289,JL,83,252.5,82.4
MG_1289,LN,70,251.25,126.67
MG_129,BJ,61,238.4,106
MG_129,HeB,NA,NA,NA
MG_129,HN,58,224,48.8
MG_129,JL,80,259.5,64
MG_129,LN,69,241.8,102
MG_1290,BJ,63,180.4,84
MG_1290,HeB,58,164.4,89.5
MG_1290,HN,59,164,82
MG_1290,JL,84,198.2,83.6
MG_1290,LN,71,149.25,120
MG_1291,BJ,60,220.8,98
MG_1291,HeB,58,212.25,58.7
MG_1291,HN,64,194,68.6
MG_1291,JL,85,238,73.2
MG_1291,LN,72,215,90
MG_1292,BJ,68,185,80
MG_1292,HeB,60,196.25,94.1
MG_1292,HN,62,175.6,55.2
MG_1292,JL,83,174,93.4
MG_1292,LN,73,201,115
MG_1293,BJ,66,192,40
MG_1293,HeB,66,172.75,37.88
MG_1293,HN,61,174.2,55.6
MG_1293,JL,87,205.2,59.2
MG_1293,LN,73,203.75,93
MG_1294,BJ,68,240,53.33
MG_1294,HeB,62,212.4,96.6
MG_1294,HN,58,191.6,60.2
MG_1294,JL,85,227.75,68.2
MG_1294,LN,74,242,125
MG_1295,BJ,62,220.6,100
MG_1295,HeB,62,190,76.17
MG_1295,HN,58,184.8,47
MG_1295,JL,80,221.4,102.4
MG_1295,LN,72,208,116
MG_1296,BJ,64,245.5,53.33
MG_1296,HeB,64,228.5,80.25
MG_1296,HN,63,207.5,76.6
MG_1296,JL,86,242.4,72.6
MG_1296,LN,78,223.6,105
MG_1297,BJ,63,259,130
MG_1297,HeB,57,216.8,122.5
MG_1297,HN,58,218.4,112.4
MG_1297,JL,82,217.4,85.8
MG_1297,LN,70,249.6,140
MG_1298,BJ,64,242.6,106.67
MG_1298,HeB,55,208,105.88
MG_1298,HN,58,196.6,100.2
MG_1298,JL,83,225.6,65.2
MG_1298,LN,72,252.16,132.5
MG_1299,BJ,61,239,52.5
MG_1299,HeB,55,235.75,111.25
MG_1299,HN,61,245.2,107.4
MG_1299,JL,86,257,66.6
MG_1299,LN,75,268.25,145
MG_130,BJ,55,222,130
MG_130,HeB,53,209.6,103.25
MG_130,HN,54,185.2,102.2
MG_130,JL,71,216,113
MG_130,LN,65,199.25,161
MG_1300,BJ,66,242.25,170
MG_1300,HeB,58,207.33,126
MG_1300,HN,58,194.25,95
MG_1300,JL,85,248,181.6
MG_1300,LN,78,222.2,152
MG_1301,BJ,67,252.75,55
MG_1301,HeB,64,219.4,91.17
MG_1301,HN,62,233.75,89
MG_1301,JL,86,247,125.8
MG_1301,LN,73,264.14,112
MG_1302,BJ,66,214.8,104
MG_1302,HeB,64,161,70.88
MG_1302,HN,64,173.5,70
MG_1302,JL,85,204,74.8
MG_1302,LN,76,191.5,129
MG_1303,BJ,62,229.75,133.33
MG_1303,HeB,62,210,145.88
MG_1303,HN,70,154.7,20.5
MG_1303,JL,80,217.2,138.6
MG_1303,LN,70,226.75,172.5
MG_1304,BJ,64,230.8,66
MG_1304,HeB,56,204.75,110.18
MG_1304,HN,59,204.25,95.6
MG_1304,JL,82,235.2,99.4
MG_1304,LN,71,238.5,90
MG_1305,BJ,66,243.2,70
MG_1305,HeB,62,237,110.6
MG_1305,HN,63,240.4,99.6
MG_1305,JL,83,257.5,141.4
MG_1305,LN,69,257.5,122
MG_1306,BJ,63,236.5,144
MG_1306,HeB,61,201.5,100.25
MG_1306,HN,59,173.2,81.2
MG_1306,JL,81,222.4,145.8
MG_1306,LN,74,213.75,148
MG_1307,BJ,59,214.6,NA
MG_1307,HeB,55,196.8,NA
MG_1307,HN,55,192.4,NA
MG_1307,JL,78,204.25,NA
MG_1307,LN,70,210.52,NA
MG_1308,BJ,63,186.33,55
MG_1308,HeB,54,171.5,78.17
MG_1308,HN,58,147.25,50.8
MG_1308,JL,81,251,172
MG_1308,LN,72,187.2,192.5
MG_1309,BJ,57,250,84
MG_1309,HeB,56,235.75,104.67
MG_1309,HN,57,193.6,71.6
MG_1309,JL,82,247,113.2
MG_1309,LN,72,232,124
MG_131,BJ,55,202.8,105
MG_131,HeB,51,177,101.3
MG_131,HN,58,194.6,79.8
MG_131,JL,70,220.4,83.2
MG_131,LN,65,201.6,105
MG_1310,BJ,67,195.75,98
MG_1310,HeB,55,181.4,86.7
MG_1310,HN,57,167.4,90.8
MG_1310,JL,83,189.75,98.2
MG_1310,LN,76,198.53,113
MG_1311,BJ,58,235.5,52
MG_1311,HeB,53,190.75,NA
MG_1311,HN,58,242.6,55.8
MG_1311,JL,73,213.4,96.8
MG_1311,LN,68,247.5,128.75
MG_1312,BJ,62,221.6,100
MG_1312,HeB,57,206,141.5
MG_1312,HN,58,188.75,92.8
MG_1312,JL,80,222,95
MG_1312,LN,72,200.12,146.25
MG_1313,BJ,65,238.2,54
MG_1313,HeB,60,214,65
MG_1313,HN,60,210.8,60.4
MG_1313,JL,82,229.5,107.4
MG_1313,LN,68,216.5,124
MG_1314,BJ,68,241.2,20
MG_1314,HeB,58,169,80.5
MG_1314,HN,58,180.2,81.6
MG_1314,JL,83,196.25,109.8
MG_1314,LN,73,221,NA
MG_1315,BJ,65,220.8,128
MG_1315,HeB,57,198.25,92.7
MG_1315,HN,58,198.2,87.4
MG_1315,JL,82,221.6,114.8
MG_1315,LN,71,210.6,129
MG_1316,BJ,63,231.4,92.5
MG_1316,HeB,56,183.5,93.3
MG_1316,HN,57,205.2,88.8
MG_1316,JL,81,222,89.2
MG_1316,LN,72,229.6,130
MG_1317,BJ,59,200,60
MG_1317,HeB,58,198,110.38
MG_1317,HN,56,174.8,56.8
MG_1317,JL,78,183,156.2
MG_1317,LN,70,212.88,176.67
MG_1318,BJ,67,199.2,NA
MG_1318,HeB,62,164.75,44.25
MG_1318,HN,64,164,NA
MG_1318,JL,93,173.33,15
MG_1318,LN,74,171.86,115
MG_1319,BJ,67,247.5,18
MG_1319,HeB,63,220.5,51.7
MG_1319,HN,66,217.7,85.8
MG_1319,JL,82,239.6,92
MG_1319,LN,64,242,111.25
MG_132,BJ,58,211.6,96.67
MG_132,HeB,53,194,59.12
MG_132,HN,53,187.5,71.6
MG_132,JL,71,216.6,82.2
MG_132,LN,64,210,104
MG_1320,BJ,61,273,116
MG_1320,HeB,55,217.4,124.05
MG_1320,HN,58,214,100.2
MG_1320,JL,82,263,122.2
MG_1320,LN,68,264.8,86
MG_1321,BJ,68,199.6,76
MG_1321,HeB,66,176.75,107.3
MG_1321,HN,63,163.8,59
MG_1321,JL,85,176.2,128
MG_1321,LN,77,191.2,105
MG_1322,BJ,58,219,60
MG_1322,HeB,55,174,72.5
MG_1322,HN,56,175.6,76.2
MG_1322,JL,76,192,88.4
MG_1322,LN,70,212.25,87
MG_1323,BJ,68,228.6,34
MG_1323,HeB,63,182.75,49.5
MG_1323,HN,66,157.2,48.2
MG_1323,JL,88,215.4,92.67
MG_1323,LN,79,221.25,66
MG_1324,BJ,65,252.5,78
MG_1324,HeB,61,247.25,76.5
MG_1324,HN,63,215.6,75
MG_1324,JL,84,258.75,110.6
MG_1324,LN,71,231.5,83.33
MG_1325,BJ,68,277.4,72.5
MG_1325,HeB,58,164.4,102
MG_1325,HN,60,247,69.4
MG_1325,JL,85,283,83
MG_1325,LN,77,284.4,121
MG_1326,BJ,66,248.75,65
MG_1326,HeB,57,204.4,97.5
MG_1326,HN,65,181.4,39.6
MG_1326,JL,77,236.25,57.6
MG_1326,LN,72,223.2,97
MG_1327,BJ,59,244.2,42
MG_1327,HeB,57,232,55
MG_1327,HN,58,204.2,39
MG_1327,JL,75,253,100
MG_1327,LN,70,249,89
MG_1328,BJ,73,179.4,55
MG_1328,HeB,64,192,36.5
MG_1328,HN,64,165,41.4
MG_1328,JL,90,195.5,51.5
MG_1328,LN,78,187.64,NA
MG_1329,BJ,67,250.75,92.5
MG_1329,HeB,61,220,85.75
MG_1329,HN,65,182.25,35.2
MG_1329,JL,85,241.25,91.2
MG_1329,LN,74,233.5,99
MG_133,BJ,57,245.8,102
MG_133,HeB,52,229,86.5
MG_133,HN,55,231.6,80.4
MG_133,JL,74,257.2,79.4
MG_133,LN,70,245.75,90
MG_1330,BJ,68,248.25,83.33
MG_1330,HeB,NA,NA,45.5
MG_1330,HN,63,199.4,73.8
MG_1330,JL,89,221.4,89.8
MG_1330,LN,76,221.25,141.25
MG_1331,BJ,67,176.2,120
MG_1331,HeB,58,177.8,98.7
MG_1331,HN,63,130.6,64
MG_1331,JL,81,167,133.4
MG_1331,LN,76,167,100
MG_1332,BJ,63,253.2,107.5
MG_1332,HeB,54,218.75,118
MG_1332,HN,59,232,83.8
MG_1332,JL,78,228,136
MG_1332,LN,73,248,145
MG_1333,BJ,64,242.6,70
MG_1333,HeB,61,221.75,77.12
MG_1333,HN,60,236.5,76.6
MG_1333,JL,79,256.8,69.4
MG_1333,LN,69,234.8,96.67
MG_1334,BJ,60,217.6,106.67
MG_1334,HeB,56,195.5,84.5
MG_1334,HN,59,204.5,98.6
MG_1334,JL,75,198,130.4
MG_1334,LN,64,221.5,173.75
MG_1335,BJ,66,234.8,43.33
MG_1335,HeB,NA,NA,NA
MG_1335,HN,64,205.75,35
MG_1335,JL,78,218,56
MG_1335,LN,73,228,70
MG_1336,BJ,69,230.2,46.67
MG_1336,HeB,67,222,76.6
MG_1336,HN,72,207.4,58.4
MG_1336,JL,90,252,89.75
MG_1336,LN,76,226.76,103.33
MG_1337,BJ,57,214.2,52.5
MG_1337,HeB,54,177.8,64.5
MG_1337,HN,54,161.75,57.6
MG_1337,JL,75,206.4,105.4
MG_1337,LN,66,191,99
MG_1338,BJ,65,215.5,56.67
MG_1338,HeB,58,200,54.12
MG_1338,HN,59,198.6,72.8
MG_1338,JL,83,202,85.8
MG_1338,LN,72,210.12,NA
MG_1339,BJ,63,232.25,106
MG_1339,HeB,56,179.6,104.1
MG_1339,HN,60,174.6,57.2
MG_1339,JL,81,224,182.8
MG_1339,LN,71,223,124
MG_134,BJ,62,206.6,102.5
MG_134,HeB,59,163,101.5
MG_134,HN,56,158,97.4
MG_134,JL,81,213.2,98
MG_134,LN,69,203.75,151
MG_1340,BJ,65,228,106.67
MG_1340,HeB,62,202,116.2
MG_1340,HN,64,223.75,102.6
MG_1340,JL,83,243.4,110
MG_1340,LN,73,229.75,185
MG_1341,BJ,65,258.2,30
MG_1341,HeB,62,243.6,61.5
MG_1341,HN,58,215,78.67
MG_1341,JL,85,239.75,64.8
MG_1341,LN,77,258.8,90
MG_1342,BJ,63,274.6,66.67
MG_1342,HeB,54,252.25,121.33
MG_1342,HN,59,207.8,91
MG_1342,JL,83,256.25,NA
MG_1342,LN,72,270.8,160
MG_1343,BJ,64,284.75,100
MG_1343,HeB,57,230.6,141.88
MG_1343,HN,57,239.75,133.6
MG_1343,JL,83,270,85.4
MG_1343,LN,68,269,165
MG_1344,BJ,67,264.6,106.67
MG_1344,HeB,62,260.5,100.4
MG_1344,HN,65,235,63.2
MG_1344,JL,87,262.5,60.8
MG_1344,LN,80,246.4,108
MG_1345,BJ,63,245,135
MG_1345,HeB,56,233.75,137.8
MG_1345,HN,56,232.6,130.4
MG_1345,JL,76,245.4,83.2
MG_1345,LN,69,273.44,205
MG_135,BJ,65,256,134
MG_135,HeB,60,224.6,101.2
MG_135,HN,61,194,60.6
MG_135,JL,87,265.6,109.8
MG_135,LN,76,235.95,123
MG_136,BJ,65,192,82.5
MG_136,HeB,55,176.5,101.1
MG_136,HN,60,153.5,55.2
MG_136,JL,79,204,93.4
MG_136,LN,71,185.9,127.5
MG_137,BJ,56,231,92
MG_137,HeB,53,193.4,98.8
MG_137,HN,53,181.6,80
MG_137,JL,74,212.4,157.6
MG_137,LN,69,236,116
MG_138,BJ,58,195.25,90
MG_138,HeB,52,165,89.62
MG_138,HN,58,149.2,69.6
MG_138,JL,74,199,153.6
MG_138,LN,68,183.5,142
MG_139,BJ,57,209.2,95
MG_139,HeB,53,187.75,98.6
MG_139,HN,58,190.8,100.6
MG_139,JL,75,224,79
MG_139,LN,72,235,152
MG_1394,BJ,68,242.75,36.67
MG_1394,HeB,64,224.75,74.5
MG_1394,HN,64,221,79.2
MG_1394,JL,86,257,120.4
MG_1394,LN,75,236.8,145
MG_1395,BJ,65,211.4,10
MG_1395,HeB,58,220,97.67
MG_1395,HN,58,191.25,56
MG_1395,JL,83,262.2,142.4
MG_1395,LN,75,221.8,70
MG_1396,BJ,64,230.2,105
MG_1396,HeB,57,171,75.7
MG_1396,HN,60,185.75,60.8
MG_1396,JL,83,210,52
MG_1396,LN,73,194.6,110
MG_1397,BJ,67,224.25,124
MG_1397,HeB,62,193.2,110.7
MG_1397,HN,65,186,72.2
MG_1397,JL,83,220,134.4
MG_1397,LN,72,225.75,150
MG_1398,BJ,67,152.8,85
MG_1398,HeB,60,146.75,68.75
MG_1398,HN,58,118.5,61.4
MG_1398,JL,83,153,84.6
MG_1398,LN,73,162.6,103
MG_1399,BJ,67,213,83.33
MG_1399,HeB,57,205.4,118.9
MG_1399,HN,58,192.6,96.4
MG_1399,JL,84,227,135
MG_1399,LN,71,211.6,118.33
MG_140,BJ,60,220.4,80
MG_140,HeB,52,190.25,80.3
MG_140,HN,55,191.25,62.6
MG_140,JL,74,229,95.8
MG_140,LN,70,241.58,113
MG_1400,BJ,69,206.4,95
MG_1400,HeB,66,211,104.4
MG_1400,HN,66,212.25,105
MG_1400,JL,82,231,164
MG_1400,LN,75,203,138
MG_1401,BJ,67,222.8,103.33
MG_1401,HeB,70,193.5,NA
MG_1401,HN,72,172.8,47.8
MG_1401,JL,86,195.8,122.6
MG_1401,LN,78,206.4,119
MG_1402,BJ,58,NA,35
MG_1402,HeB,54,186,79
MG_1402,HN,58,153.4,42.2
MG_1402,JL,85,186.25,35
MG_1402,LN,73,189.82,NA
MG_1403,BJ,66,180.2,14
MG_1403,HeB,70,147,NA
MG_1403,HN,63,157.8,22
MG_1403,JL,78,181.5,35.4
MG_1403,LN,68,170.5,NA
MG_1404,BJ,66,194,90
MG_1404,HeB,61,157,80
MG_1404,HN,58,159.2,44.75
MG_1404,JL,80,194,107.8
MG_1404,LN,70,190.4,125
MG_1405,BJ,68,255.8,22.5
MG_1405,HeB,56,257.6,36.67
MG_1405,HN,67,222.25,NA
MG_1405,JL,82,274.25,76.6
MG_1405,LN,74,256.4,91
MG_1406,BJ,65,239,100
MG_1406,HeB,60,247,132.7
MG_1406,HN,59,224.25,96.4
MG_1406,JL,83,242.5,112.8
MG_1406,LN,77,256.2,102.5
MG_1407,BJ,66,238.6,102
MG_1407,HeB,61,192.5,75.67
MG_1407,HN,65,164.8,37.6
MG_1407,JL,84,214,88
MG_1407,LN,71,224.4,112
MG_1408,BJ,67,219,92
MG_1408,HeB,62,204,148.5
MG_1408,HN,61,200.2,68.6
MG_1408,JL,79,239.2,96.25
MG_1408,LN,77,218.4,126.25
MG_1409,BJ,61,212,86
MG_1409,HeB,57,194.4,108.67
MG_1409,HN,56,190.2,75.8
MG_1409,JL,81,213.75,70
MG_1409,LN,70,199.25,95
MG_141,BJ,57,231.4,90
MG_141,HeB,51,204.6,83.75
MG_141,HN,54,203,76.6
MG_141,JL,70,238.8,46.6
MG_141,LN,63,231.5,125
MG_1410,BJ,55,235,93.33
MG_1410,HeB,53,187.75,79
MG_1410,HN,53,182,65.6
MG_1410,JL,77,214.6,77.6
MG_1410,LN,64,222.62,NA
MG_1411,BJ,65,204.2,102
MG_1411,HeB,61,171,83.62
MG_1411,HN,58,167.2,78.6
MG_1411,JL,87,205.75,55.4
MG_1411,LN,73,197.6,87
MG_1412,BJ,62,237.8,86
MG_1412,HeB,60,202.75,112.4
MG_1412,HN,58,196.25,80.2
MG_1412,JL,77,216.75,173.4
MG_1412,LN,67,220.62,150
MG_1413,BJ,64,211.25,146
MG_1413,HeB,63,169,82.5
MG_1413,HN,56,164.75,79.4
MG_1413,JL,83,215.75,65.8
MG_1413,LN,71,218.75,165
MG_1414,BJ,67,269.25,126.67
MG_1414,HeB,61,231.25,127.25
MG_1414,HN,63,215.38,89.33
MG_1414,JL,87,277.25,103.2
MG_1414,LN,78,264.25,98.75
MG_1415,BJ,66,264.25,75
MG_1415,HeB,60,249.2,77.9
MG_1415,HN,68,218,38.4
MG_1415,JL,85,264,62.2
MG_1415,LN,75,253.36,92
MG_1416,BJ,63,218.4,50
MG_1416,HeB,56,184.25,78.17
MG_1416,HN,56,192.5,71.6
MG_1416,JL,81,223.5,182.2
MG_1416,LN,71,214.22,156
MG_1417,BJ,65,278,20
MG_1417,HeB,60,231.5,NA
MG_1417,HN,59,232,17.5
MG_1417,JL,85,255.4,45.6
MG_1417,LN,79,285.67,NA
MG_1418,BJ,63,218.75,36.67
MG_1418,HeB,60,196.75,65.12
MG_1418,HN,59,182.2,56.2
MG_1418,JL,84,205.8,72.4
MG_1418,LN,70,193.76,70
MG_1419,BJ,65,228,23.33
MG_1419,HeB,58,198.4,36.2
MG_1419,HN,60,178.2,34.4
MG_1419,JL,85,201,46.2
MG_1419,LN,76,207.8,52
MG_142,BJ,64,195.5,66
MG_142,HeB,55,178,145.38
MG_142,HN,58,150.05,84.2
MG_142,JL,86,193,80
MG_142,LN,74,199.4,120
MG_1420,BJ,71,172.5,30
MG_1420,HeB,59,168.5,72
MG_1420,HN,62,161.2,68.8
MG_1420,JL,85,180.75,90.8
MG_1420,LN,76,183,132
MG_1421,BJ,69,235.5,30
MG_1421,HeB,64,174.5,91.05
MG_1421,HN,61,175.8,54
MG_1421,JL,85,240.4,82.8
MG_1421,LN,79,231.1,185
MG_1422,BJ,66,213.25,112.5
MG_1422,HeB,57,181.6,121.7
MG_1422,HN,63,142.6,35
MG_1422,JL,83,196.2,81.8
MG_1422,LN,73,200.6,103.75
MG_1423,BJ,67,223.5,NA
MG_1423,HeB,64,205,59
MG_1423,HN,NA,NA,NA
MG_1423,JL,NA,NA,NA
MG_1423,LN,NA,NA,NA
MG_1424,BJ,61,210.4,145
MG_1424,HeB,58,201.25,142.2
MG_1424,HN,60,169.6,47.8
MG_1424,JL,81,220,151.2
MG_1424,LN,70,209.5,159
MG_1425,BJ,61,219.2,27.5
MG_1425,HeB,58,180,93.75
MG_1425,HN,59,199.75,37.6
MG_1425,JL,81,214,67.4
MG_1425,LN,70,225.4,NA
MG_1426,BJ,66,248.2,34
MG_1426,HeB,62,208,84
MG_1426,HN,63,199.25,31
MG_1426,JL,89,243.8,52
MG_1426,LN,69,224.25,114
MG_1427,BJ,67,242.5,87.5
MG_1427,HeB,58,233.25,67.38
MG_1427,HN,64,202,64.6
MG_1427,JL,84,240,82
MG_1427,LN,72,241,119
MG_1428,BJ,64,224,30
MG_1428,HeB,53,210.2,NA
MG_1428,HN,56,188.4,69.4
MG_1428,JL,79,232.75,136.4
MG_1428,LN,68,228.6,129
MG_1429,BJ,61,211.2,96
MG_1429,HeB,54,185.5,99.75
MG_1429,HN,58,174.25,73.4
MG_1429,JL,77,220,160
MG_1429,LN,68,218,101
MG_143,BJ,64,242.25,92.5
MG_143,HeB,57,179.75,77.5
MG_143,HN,57,189.5,71.2
MG_143,JL,86,220.25,63
MG_143,LN,73,224.3,104
MG_1430,BJ,56,230.8,53.33
MG_1430,HeB,55,183.75,82.6
MG_1430,HN,59,179.6,53
MG_1430,JL,77,203.6,100.4
MG_1430,LN,68,217.8,136.25
MG_1431,BJ,60,170,66
MG_1431,HeB,60,161,74.2
MG_1431,HN,57,151.2,71.8
MG_1431,JL,81,152,85.4
MG_1431,LN,69,159.2,90
MG_1432,BJ,62,222.25,50
MG_1432,HeB,57,199,50.3
MG_1432,HN,64,198.52,42.8
MG_1432,JL,81,190.8,85.2
MG_1432,LN,73,218.6,76
MG_1433,BJ,71,219,NA
MG_1433,HeB,63,187.6,78.38
MG_1433,HN,71,170.62,46
MG_1433,JL,91,213.6,88.75
MG_1433,LN,NA,193.3,NA
MG_1434,BJ,62,236,106.67
MG_1434,HeB,55,212,146.83
MG_1434,HN,58,216.5,100.5
MG_1434,JL,78,222,138.2
MG_1434,LN,72,234.8,173
MG_1435,BJ,66,191.5,83.33
MG_1435,HeB,63,200,59.2
MG_1435,HN,59,159.6,49
MG_1435,JL,86,194.4,111.6
MG_1435,LN,68,184.6,NA
MG_1436,BJ,69,249.5,23.33
MG_1436,HeB,64,236,127.2
MG_1436,HN,NA,NA,NA
MG_1436,JL,87,236,98.33
MG_1436,LN,79,262.5,NA
MG_1437,BJ,64,222,126
MG_1437,HeB,56,214,108.3
MG_1437,HN,56,178.6,79
MG_1437,JL,83,238.8,84.4
MG_1437,LN,72,236.4,144
MG_1438,BJ,62,193,96.67
MG_1438,HeB,64,188,NA
MG_1438,HN,NA,NA,NA
MG_1438,JL,88,245,22
MG_1438,LN,77,NA,NA
MG_1439,BJ,66,216,106
MG_1439,HeB,63,199,111.3
MG_1439,HN,65,183.4,23.67
MG_1439,JL,86,189,31.6
MG_1439,LN,74,174.45,115
MG_144,BJ,62,262.2,78
MG_144,HeB,55,238.8,91.25
MG_144,HN,58,225,73.6
MG_144,JL,77,269.25,121.8
MG_144,LN,70,252.5,123.75
MG_1440,BJ,66,224.8,120
MG_1440,HeB,58,207.25,120.4
MG_1440,HN,60,205.8,119.8
MG_1440,JL,83,228,120.6
MG_1440,LN,71,232.4,155
MG_1441,BJ,68,246.4,20
MG_1441,HeB,61,242,41.5
MG_1441,HN,71,227.8,NA
MG_1441,JL,84,258.4,NA
MG_1441,LN,75,261,NA
MG_1442,BJ,64,220.75,22
MG_1442,HeB,63,157.2,107.88
MG_1442,HN,58,202.5,130.25
MG_1442,JL,81,232.5,113.6
MG_1442,LN,73,220.5,165
MG_1443,BJ,67,202.8,112.5
MG_1443,HeB,58,199.75,117.25
MG_1443,HN,62,175.8,90.2
MG_1443,JL,85,221.4,128
MG_1443,LN,77,219.2,121.25
MG_1444,BJ,59,194.5,104
MG_1444,HeB,55,178.4,101.5
MG_1444,HN,54,154.2,63
MG_1444,JL,73,219.2,157.8
MG_1444,LN,66,200.4,105
MG_1445,BJ,62,182,76.67
MG_1445,HeB,54,143.6,73.3
MG_1445,HN,56,149.4,64
MG_1445,JL,81,170,82.8
MG_1445,LN,70,175.5,115
MG_1446,BJ,69,193.6,26.67
MG_1446,HeB,66,190,77.5
MG_1446,HN,64,190,28.8
MG_1446,JL,87,208,126
MG_1446,LN,78,210.8,NA
MG_1447,BJ,62,262.6,NA
MG_1447,HeB,55,152.4,91.5
MG_1447,HN,57,227.75,28
MG_1447,JL,75,267,43.5
MG_1447,LN,67,281.2,NA
MG_1448,BJ,68,246.6,73.33
MG_1448,HeB,62,232.5,79.5
MG_1448,HN,59,233.25,90.4
MG_1448,JL,84,238,53.2
MG_1448,LN,77,236.8,125
MG_1449,BJ,65,250.6,90
MG_1449,HeB,55,228.2,99.1
MG_1449,HN,58,227.25,87.2
MG_1449,JL,85,243.5,51.6
MG_1449,LN,74,262,120
MG_145,BJ,62,186,30
MG_145,HeB,56,145.6,82.25
MG_145,HN,59,175.5,66.6
MG_145,JL,80,228.75,44.6
MG_145,LN,70,206.02,83.33
MG_1450,BJ,63,196.8,70
MG_1450,HeB,58,173.8,58.5
MG_1450,HN,58,147.25,NA
MG_1450,JL,80,184.2,57
MG_1450,LN,70,187.8,NA
MG_1451,BJ,68,206.4,110
MG_1451,HeB,62,172.33,84.83
MG_1451,HN,61,155.4,69
MG_1451,JL,89,152,103.5
MG_1451,LN,77,177.5,111.25
MG_1452,BJ,68,239.8,97.5
MG_1452,HeB,64,237.8,83
MG_1452,HN,64,207,82.6
MG_1452,JL,87,246.5,48.6
MG_1452,LN,77,258.25,89
MG_1453,BJ,68,228,43.33
MG_1453,HeB,62,220,104
MG_1453,HN,63,230.75,80.8
MG_1453,JL,87,233.75,90.2
MG_1453,LN,77,254.5,153
MG_1454,BJ,64,192.4,37.5
MG_1454,HeB,58,167.2,69
MG_1454,HN,59,174,59.6
MG_1454,JL,78,183.4,58.6
MG_1454,LN,73,174.6,67.5
MG_1455,BJ,66,219,120
MG_1455,HeB,68,235,127
MG_1455,HN,63,194.8,82.2
MG_1455,JL,85,240.6,190.2
MG_1455,LN,76,257,166
MG_1456,BJ,68,197.5,12
MG_1456,HeB,61,168.6,117.5
MG_1456,HN,63,154,48
MG_1456,JL,83,213,53.2
MG_1456,LN,73,211.4,110
MG_1457,BJ,64,221.8,23.33
MG_1457,HeB,65,224.8,59
MG_1457,HN,65,221.5,NA
MG_1457,JL,88,NA,NA
MG_1457,LN,78,250,NA
MG_1458,BJ,66,245,133.33
MG_1458,HeB,58,226.8,107.7
MG_1458,HN,62,232,88.6
MG_1458,JL,83,230,119
MG_1458,LN,73,240.5,163.75
MG_1459,BJ,62,188.5,72
MG_1459,HeB,56,170.2,78.3
MG_1459,HN,63,158.7,61.4
MG_1459,JL,75,201,87.4
MG_1459,LN,68,173.22,85
MG_146,BJ,57,234.2,107.5
MG_146,HeB,52,223.4,108
MG_146,HN,56,215.25,91.8
MG_146,JL,78,245.2,112.2
MG_146,LN,68,257.65,147
MG_1460,BJ,57,229.5,87.5
MG_1460,HeB,55,187.6,70.67
MG_1460,HN,58,196.75,45
MG_1460,JL,74,214.6,95.2
MG_1460,LN,67,218,125
MG_1463,BJ,59,228,100
MG_1463,HeB,53,200,119.6
MG_1463,HN,56,194.2,78.8
MG_1463,JL,76,219.25,164
MG_1463,LN,67,214.8,143.75
MG_1464,BJ,66,267.6,40
MG_1464,HeB,61,264.4,NA
MG_1464,HN,65,220.6,NA
MG_1464,JL,84,257,84.67
MG_1464,LN,73,280.5,81.67
MG_1466,BJ,68,176.8,33.33
MG_1466,HeB,58,187,80.8
MG_1466,HN,63,183.25,46.2
MG_1466,JL,87,215.5,47.2
MG_1466,LN,77,230,130
MG_1467,BJ,62,225.75,53.67
MG_1467,HeB,58,228.5,75.25
MG_1467,HN,62,204.6,53.75
MG_1467,JL,84,244,45.38
MG_1467,LN,75,238.38,107.5
MG_1468,BJ,63,213,140
MG_1468,HeB,64,181.25,105.8
MG_1468,HN,60,151.4,53.2
MG_1468,JL,77,212.8,81.2
MG_1468,LN,72,199,133
MG_1469,BJ,63,258,47.5
MG_1469,HeB,58,234.8,97.38
MG_1469,HN,66,183.2,56
MG_1469,JL,81,240.25,78.2
MG_1469,LN,73,251.38,90
